Maximum;0,09;@;No.6104;;;;;;
Minimum;-7,47;@;No.5961;;;;;;
Average;-6,142;;;;;;;;
Data Quantity;6422;;;;;;;;
Number of NG;0;;;;;;;;
No.;Force;Unit;Displacement;Unit;Judge;Position;Time;Date;
4841;-7,41;N;--;--;OK;--;21:27:12;08/07/2023;
4842;-7,41;N;--;--;OK;--;21:27:13;08/07/2023;
4843;-7,41;N;--;--;OK;--;21:27:13;08/07/2023;
4844;-7,41;N;--;--;OK;--;21:27:13;08/07/2023;
4845;-7,41;N;--;--;OK;--;21:27:13;08/07/2023;
4846;-7,41;N;--;--;OK;--;21:27:13;08/07/2023;
4847;-7,41;N;--;--;OK;--;21:27:13;08/07/2023;
4848;-7,41;N;--;--;OK;--;21:27:13;08/07/2023;
4849;-7,41;N;--;--;OK;--;21:27:13;08/07/2023;
4850;-7,41;N;--;--;OK;--;21:27:13;08/07/2023;
4851;-7,42;N;--;--;OK;--;21:27:13;08/07/2023;
4852;-7,42;N;--;--;OK;--;21:27:14;08/07/2023;
4853;-7,41;N;--;--;OK;--;21:27:14;08/07/2023;
4854;-7,42;N;--;--;OK;--;21:27:14;08/07/2023;
4855;-7,41;N;--;--;OK;--;21:27:14;08/07/2023;
4856;-7,41;N;--;--;OK;--;21:27:14;08/07/2023;
4857;-7,41;N;--;--;OK;--;21:27:14;08/07/2023;
4858;-7,41;N;--;--;OK;--;21:27:14;08/07/2023;
4859;-7,41;N;--;--;OK;--;21:27:14;08/07/2023;
4860;-7,41;N;--;--;OK;--;21:27:14;08/07/2023;
4861;-7,41;N;--;--;OK;--;21:27:14;08/07/2023;
4862;-7,41;N;--;--;OK;--;21:27:15;08/07/2023;
4863;-7,41;N;--;--;OK;--;21:27:15;08/07/2023;
4864;-7,41;N;--;--;OK;--;21:27:15;08/07/2023;
4865;-7,41;N;--;--;OK;--;21:27:15;08/07/2023;
4866;-7,41;N;--;--;OK;--;21:27:15;08/07/2023;
4867;-7,41;N;--;--;OK;--;21:27:15;08/07/2023;
4868;-7,42;N;--;--;OK;--;21:27:15;08/07/2023;
4869;-7,41;N;--;--;OK;--;21:27:15;08/07/2023;
4870;-7,41;N;--;--;OK;--;21:27:15;08/07/2023;
4871;-7,41;N;--;--;OK;--;21:27:15;08/07/2023;
4872;-7,41;N;--;--;OK;--;21:27:16;08/07/2023;
4873;-7,41;N;--;--;OK;--;21:27:16;08/07/2023;
4874;-7,41;N;--;--;OK;--;21:27:16;08/07/2023;
4875;-7,41;N;--;--;OK;--;21:27:16;08/07/2023;
4876;-7,41;N;--;--;OK;--;21:27:16;08/07/2023;
4877;-7,41;N;--;--;OK;--;21:27:16;08/07/2023;
4878;-7,41;N;--;--;OK;--;21:27:16;08/07/2023;
4879;-7,42;N;--;--;OK;--;21:27:16;08/07/2023;
4880;-7,41;N;--;--;OK;--;21:27:16;08/07/2023;
4881;-7,41;N;--;--;OK;--;21:27:16;08/07/2023;
4882;-7,42;N;--;--;OK;--;21:27:17;08/07/2023;
4883;-7,41;N;--;--;OK;--;21:27:17;08/07/2023;
4884;-7,41;N;--;--;OK;--;21:27:17;08/07/2023;
4885;-7,42;N;--;--;OK;--;21:27:17;08/07/2023;
4886;-7,42;N;--;--;OK;--;21:27:17;08/07/2023;
4887;-7,41;N;--;--;OK;--;21:27:17;08/07/2023;
4888;-7,42;N;--;--;OK;--;21:27:17;08/07/2023;
4889;-7,42;N;--;--;OK;--;21:27:17;08/07/2023;
4890;-7,41;N;--;--;OK;--;21:27:17;08/07/2023;
4891;-7,41;N;--;--;OK;--;21:27:17;08/07/2023;
4892;-7,41;N;--;--;OK;--;21:27:18;08/07/2023;
4893;-7,41;N;--;--;OK;--;21:27:18;08/07/2023;
4894;-7,41;N;--;--;OK;--;21:27:18;08/07/2023;
4895;-7,41;N;--;--;OK;--;21:27:18;08/07/2023;
4896;-7,41;N;--;--;OK;--;21:27:18;08/07/2023;
4897;-7,41;N;--;--;OK;--;21:27:18;08/07/2023;
4898;-7,41;N;--;--;OK;--;21:27:18;08/07/2023;
4899;-7,41;N;--;--;OK;--;21:27:18;08/07/2023;
4900;-7,42;N;--;--;OK;--;21:27:18;08/07/2023;
4901;-7,41;N;--;--;OK;--;21:27:18;08/07/2023;
4902;-7,41;N;--;--;OK;--;21:27:19;08/07/2023;
4903;-7,42;N;--;--;OK;--;21:27:19;08/07/2023;
4904;-7,41;N;--;--;OK;--;21:27:19;08/07/2023;
4905;-7,41;N;--;--;OK;--;21:27:19;08/07/2023;
4906;-7,41;N;--;--;OK;--;21:27:19;08/07/2023;
4907;-7,41;N;--;--;OK;--;21:27:19;08/07/2023;
4908;-7,41;N;--;--;OK;--;21:27:19;08/07/2023;
4909;-7,41;N;--;--;OK;--;21:27:19;08/07/2023;
4910;-7,41;N;--;--;OK;--;21:27:19;08/07/2023;
4911;-7,41;N;--;--;OK;--;21:27:19;08/07/2023;
4912;-7,42;N;--;--;OK;--;21:27:20;08/07/2023;
4913;-7,41;N;--;--;OK;--;21:27:20;08/07/2023;
4914;-7,41;N;--;--;OK;--;21:27:20;08/07/2023;
4915;-7,42;N;--;--;OK;--;21:27:20;08/07/2023;
4916;-7,41;N;--;--;OK;--;21:27:20;08/07/2023;
4917;-7,41;N;--;--;OK;--;21:27:20;08/07/2023;
4918;-7,41;N;--;--;OK;--;21:27:20;08/07/2023;
4919;-7,41;N;--;--;OK;--;21:27:20;08/07/2023;
4920;-7,41;N;--;--;OK;--;21:27:20;08/07/2023;
4921;-7,41;N;--;--;OK;--;21:27:20;08/07/2023;
4922;-7,41;N;--;--;OK;--;21:27:21;08/07/2023;
4923;-7,42;N;--;--;OK;--;21:27:21;08/07/2023;
4924;-7,41;N;--;--;OK;--;21:27:21;08/07/2023;
4925;-7,41;N;--;--;OK;--;21:27:21;08/07/2023;
4926;-7,41;N;--;--;OK;--;21:27:21;08/07/2023;
4927;-7,41;N;--;--;OK;--;21:27:21;08/07/2023;
4928;-7,41;N;--;--;OK;--;21:27:21;08/07/2023;
4929;-7,41;N;--;--;OK;--;21:27:21;08/07/2023;
4930;-7,41;N;--;--;OK;--;21:27:21;08/07/2023;
4931;-7,41;N;--;--;OK;--;21:27:21;08/07/2023;
4932;-7,41;N;--;--;OK;--;21:27:22;08/07/2023;
4933;-7,41;N;--;--;OK;--;21:27:22;08/07/2023;
4934;-7,41;N;--;--;OK;--;21:27:22;08/07/2023;
4935;-7,41;N;--;--;OK;--;21:27:22;08/07/2023;
4936;-7,41;N;--;--;OK;--;21:27:22;08/07/2023;
4937;-7,41;N;--;--;OK;--;21:27:22;08/07/2023;
4938;-7,41;N;--;--;OK;--;21:27:22;08/07/2023;
4939;-7,41;N;--;--;OK;--;21:27:22;08/07/2023;
4940;-7,41;N;--;--;OK;--;21:27:22;08/07/2023;
4941;-7,41;N;--;--;OK;--;21:27:22;08/07/2023;
4942;-7,41;N;--;--;OK;--;21:27:23;08/07/2023;
4943;-7,41;N;--;--;OK;--;21:27:23;08/07/2023;
4944;-7,41;N;--;--;OK;--;21:27:23;08/07/2023;
4945;-7,41;N;--;--;OK;--;21:27:23;08/07/2023;
4946;-7,41;N;--;--;OK;--;21:27:23;08/07/2023;
4947;-7,41;N;--;--;OK;--;21:27:23;08/07/2023;
4948;-7,40;N;--;--;OK;--;21:27:23;08/07/2023;
4949;-7,41;N;--;--;OK;--;21:27:23;08/07/2023;
4950;-7,41;N;--;--;OK;--;21:27:23;08/07/2023;
4951;-7,40;N;--;--;OK;--;21:27:23;08/07/2023;
4952;-7,40;N;--;--;OK;--;21:27:24;08/07/2023;
4953;-7,40;N;--;--;OK;--;21:27:24;08/07/2023;
4954;-7,41;N;--;--;OK;--;21:27:24;08/07/2023;
4955;-7,41;N;--;--;OK;--;21:27:24;08/07/2023;
4956;-7,40;N;--;--;OK;--;21:27:24;08/07/2023;
4957;-7,40;N;--;--;OK;--;21:27:24;08/07/2023;
4958;-7,40;N;--;--;OK;--;21:27:24;08/07/2023;
4959;-7,40;N;--;--;OK;--;21:27:24;08/07/2023;
4960;-7,40;N;--;--;OK;--;21:27:24;08/07/2023;
4961;-7,40;N;--;--;OK;--;21:27:24;08/07/2023;
4962;-7,40;N;--;--;OK;--;21:27:25;08/07/2023;
4963;-7,40;N;--;--;OK;--;21:27:25;08/07/2023;
4964;-7,40;N;--;--;OK;--;21:27:25;08/07/2023;
4965;-7,40;N;--;--;OK;--;21:27:25;08/07/2023;
4966;-7,39;N;--;--;OK;--;21:27:25;08/07/2023;
4967;-7,40;N;--;--;OK;--;21:27:25;08/07/2023;
4968;-7,40;N;--;--;OK;--;21:27:25;08/07/2023;
4969;-7,39;N;--;--;OK;--;21:27:25;08/07/2023;
4970;-7,40;N;--;--;OK;--;21:27:25;08/07/2023;
4971;-7,39;N;--;--;OK;--;21:27:25;08/07/2023;
4972;-7,39;N;--;--;OK;--;21:27:26;08/07/2023;
4973;-7,39;N;--;--;OK;--;21:27:26;08/07/2023;
4974;-7,39;N;--;--;OK;--;21:27:26;08/07/2023;
4975;-7,39;N;--;--;OK;--;21:27:26;08/07/2023;
4976;-7,39;N;--;--;OK;--;21:27:26;08/07/2023;
4977;-7,39;N;--;--;OK;--;21:27:26;08/07/2023;
4978;-7,39;N;--;--;OK;--;21:27:26;08/07/2023;
4979;-7,39;N;--;--;OK;--;21:27:26;08/07/2023;
4980;-7,39;N;--;--;OK;--;21:27:26;08/07/2023;
4981;-7,39;N;--;--;OK;--;21:27:26;08/07/2023;
4982;-7,39;N;--;--;OK;--;21:27:27;08/07/2023;
4983;-7,39;N;--;--;OK;--;21:27:27;08/07/2023;
4984;-7,39;N;--;--;OK;--;21:27:27;08/07/2023;
4985;-7,39;N;--;--;OK;--;21:27:27;08/07/2023;
4986;-7,39;N;--;--;OK;--;21:27:27;08/07/2023;
4987;-7,39;N;--;--;OK;--;21:27:27;08/07/2023;
4988;-7,39;N;--;--;OK;--;21:27:27;08/07/2023;
4989;-7,39;N;--;--;OK;--;21:27:27;08/07/2023;
4990;-7,38;N;--;--;OK;--;21:27:27;08/07/2023;
4991;-7,39;N;--;--;OK;--;21:27:27;08/07/2023;
4992;-7,39;N;--;--;OK;--;21:27:28;08/07/2023;
4993;-7,39;N;--;--;OK;--;21:27:28;08/07/2023;
4994;-7,38;N;--;--;OK;--;21:27:28;08/07/2023;
4995;-7,39;N;--;--;OK;--;21:27:28;08/07/2023;
4996;-7,38;N;--;--;OK;--;21:27:28;08/07/2023;
4997;-7,39;N;--;--;OK;--;21:27:28;08/07/2023;
4998;-7,39;N;--;--;OK;--;21:27:28;08/07/2023;
4999;-7,39;N;--;--;OK;--;21:27:28;08/07/2023;
5000;-7,39;N;--;--;OK;--;21:27:28;08/07/2023;
5001;-7,39;N;--;--;OK;--;21:27:28;08/07/2023;
5002;-7,39;N;--;--;OK;--;21:27:29;08/07/2023;
5003;-7,38;N;--;--;OK;--;21:27:29;08/07/2023;
5004;-7,39;N;--;--;OK;--;21:27:29;08/07/2023;
5005;-7,39;N;--;--;OK;--;21:27:29;08/07/2023;
5006;-7,39;N;--;--;OK;--;21:27:29;08/07/2023;
5007;-7,38;N;--;--;OK;--;21:27:29;08/07/2023;
5008;-7,38;N;--;--;OK;--;21:27:29;08/07/2023;
5009;-7,39;N;--;--;OK;--;21:27:29;08/07/2023;
5010;-7,38;N;--;--;OK;--;21:27:29;08/07/2023;
5011;-7,39;N;--;--;OK;--;21:27:29;08/07/2023;
5012;-7,38;N;--;--;OK;--;21:27:30;08/07/2023;
5013;-7,38;N;--;--;OK;--;21:27:30;08/07/2023;
5014;-7,39;N;--;--;OK;--;21:27:30;08/07/2023;
5015;-7,38;N;--;--;OK;--;21:27:30;08/07/2023;
5016;-7,39;N;--;--;OK;--;21:27:30;08/07/2023;
5017;-7,39;N;--;--;OK;--;21:27:30;08/07/2023;
5018;-7,39;N;--;--;OK;--;21:27:30;08/07/2023;
5019;-7,39;N;--;--;OK;--;21:27:30;08/07/2023;
5020;-7,39;N;--;--;OK;--;21:27:30;08/07/2023;
5021;-7,39;N;--;--;OK;--;21:27:30;08/07/2023;
5022;-7,38;N;--;--;OK;--;21:27:31;08/07/2023;
5023;-7,39;N;--;--;OK;--;21:27:31;08/07/2023;
5024;-7,39;N;--;--;OK;--;21:27:31;08/07/2023;
5025;-7,39;N;--;--;OK;--;21:27:31;08/07/2023;
5026;-7,38;N;--;--;OK;--;21:27:31;08/07/2023;
5027;-7,38;N;--;--;OK;--;21:27:31;08/07/2023;
5028;-7,38;N;--;--;OK;--;21:27:31;08/07/2023;
5029;-7,38;N;--;--;OK;--;21:27:31;08/07/2023;
5030;-7,38;N;--;--;OK;--;21:27:31;08/07/2023;
5031;-7,39;N;--;--;OK;--;21:27:31;08/07/2023;
5032;-7,38;N;--;--;OK;--;21:27:32;08/07/2023;
5033;-7,39;N;--;--;OK;--;21:27:32;08/07/2023;
5034;-7,38;N;--;--;OK;--;21:27:32;08/07/2023;
5035;-7,38;N;--;--;OK;--;21:27:32;08/07/2023;
5036;-7,38;N;--;--;OK;--;21:27:32;08/07/2023;
5037;-7,39;N;--;--;OK;--;21:27:32;08/07/2023;
5038;-7,38;N;--;--;OK;--;21:27:32;08/07/2023;
5039;-7,38;N;--;--;OK;--;21:27:32;08/07/2023;
5040;-7,38;N;--;--;OK;--;21:27:32;08/07/2023;
5041;-7,39;N;--;--;OK;--;21:27:32;08/07/2023;
5042;-7,39;N;--;--;OK;--;21:27:32;08/07/2023;
5043;-7,38;N;--;--;OK;--;21:27:33;08/07/2023;
5044;-7,38;N;--;--;OK;--;21:27:33;08/07/2023;
5045;-7,38;N;--;--;OK;--;21:27:33;08/07/2023;
5046;-7,39;N;--;--;OK;--;21:27:33;08/07/2023;
5047;-7,39;N;--;--;OK;--;21:27:33;08/07/2023;
5048;-7,38;N;--;--;OK;--;21:27:33;08/07/2023;
5049;-7,39;N;--;--;OK;--;21:27:33;08/07/2023;
5050;-7,39;N;--;--;OK;--;21:27:33;08/07/2023;
5051;-7,38;N;--;--;OK;--;21:27:33;08/07/2023;
5052;-7,39;N;--;--;OK;--;21:27:34;08/07/2023;
5053;-7,38;N;--;--;OK;--;21:27:34;08/07/2023;
5054;-7,39;N;--;--;OK;--;21:27:34;08/07/2023;
5055;-7,39;N;--;--;OK;--;21:27:34;08/07/2023;
5056;-7,38;N;--;--;OK;--;21:27:34;08/07/2023;
5057;-7,38;N;--;--;OK;--;21:27:34;08/07/2023;
5058;-7,39;N;--;--;OK;--;21:27:34;08/07/2023;
5059;-7,39;N;--;--;OK;--;21:27:34;08/07/2023;
5060;-7,38;N;--;--;OK;--;21:27:34;08/07/2023;
5061;-7,39;N;--;--;OK;--;21:27:34;08/07/2023;
5062;-7,39;N;--;--;OK;--;21:27:34;08/07/2023;
5063;-7,39;N;--;--;OK;--;21:27:35;08/07/2023;
5064;-7,39;N;--;--;OK;--;21:27:35;08/07/2023;
5065;-7,39;N;--;--;OK;--;21:27:35;08/07/2023;
5066;-7,38;N;--;--;OK;--;21:27:35;08/07/2023;
5067;-7,38;N;--;--;OK;--;21:27:35;08/07/2023;
5068;-7,38;N;--;--;OK;--;21:27:35;08/07/2023;
5069;-7,38;N;--;--;OK;--;21:27:35;08/07/2023;
5070;-7,39;N;--;--;OK;--;21:27:35;08/07/2023;
5071;-7,39;N;--;--;OK;--;21:27:35;08/07/2023;
5072;-7,39;N;--;--;OK;--;21:27:35;08/07/2023;
5073;-7,39;N;--;--;OK;--;21:27:36;08/07/2023;
5074;-7,38;N;--;--;OK;--;21:27:36;08/07/2023;
5075;-7,39;N;--;--;OK;--;21:27:36;08/07/2023;
5076;-7,39;N;--;--;OK;--;21:27:36;08/07/2023;
5077;-7,39;N;--;--;OK;--;21:27:36;08/07/2023;
5078;-7,39;N;--;--;OK;--;21:27:36;08/07/2023;
5079;-7,39;N;--;--;OK;--;21:27:36;08/07/2023;
5080;-7,39;N;--;--;OK;--;21:27:36;08/07/2023;
5081;-7,39;N;--;--;OK;--;21:27:36;08/07/2023;
5082;-7,39;N;--;--;OK;--;21:27:36;08/07/2023;
5083;-7,38;N;--;--;OK;--;21:27:37;08/07/2023;
5084;-7,38;N;--;--;OK;--;21:27:37;08/07/2023;
5085;-7,39;N;--;--;OK;--;21:27:37;08/07/2023;
5086;-7,39;N;--;--;OK;--;21:27:37;08/07/2023;
5087;-7,38;N;--;--;OK;--;21:27:37;08/07/2023;
5088;-7,38;N;--;--;OK;--;21:27:37;08/07/2023;
5089;-7,39;N;--;--;OK;--;21:27:37;08/07/2023;
5090;-7,39;N;--;--;OK;--;21:27:37;08/07/2023;
5091;-7,39;N;--;--;OK;--;21:27:37;08/07/2023;
5092;-7,39;N;--;--;OK;--;21:27:37;08/07/2023;
5093;-7,39;N;--;--;OK;--;21:27:38;08/07/2023;
5094;-7,39;N;--;--;OK;--;21:27:38;08/07/2023;
5095;-7,39;N;--;--;OK;--;21:27:38;08/07/2023;
5096;-7,39;N;--;--;OK;--;21:27:38;08/07/2023;
5097;-7,39;N;--;--;OK;--;21:27:38;08/07/2023;
5098;-7,39;N;--;--;OK;--;21:27:38;08/07/2023;
5099;-7,39;N;--;--;OK;--;21:27:38;08/07/2023;
5100;-7,39;N;--;--;OK;--;21:27:38;08/07/2023;
5101;-7,39;N;--;--;OK;--;21:27:38;08/07/2023;
5102;-7,39;N;--;--;OK;--;21:27:38;08/07/2023;
5103;-7,39;N;--;--;OK;--;21:27:39;08/07/2023;
5104;-7,39;N;--;--;OK;--;21:27:39;08/07/2023;
5105;-7,39;N;--;--;OK;--;21:27:39;08/07/2023;
5106;-7,39;N;--;--;OK;--;21:27:39;08/07/2023;
5107;-7,39;N;--;--;OK;--;21:27:39;08/07/2023;
5108;-7,39;N;--;--;OK;--;21:27:39;08/07/2023;
5109;-7,40;N;--;--;OK;--;21:27:39;08/07/2023;
5110;-7,39;N;--;--;OK;--;21:27:39;08/07/2023;
5111;-7,39;N;--;--;OK;--;21:27:39;08/07/2023;
5112;-7,39;N;--;--;OK;--;21:27:39;08/07/2023;
5113;-7,39;N;--;--;OK;--;21:27:40;08/07/2023;
5114;-7,39;N;--;--;OK;--;21:27:40;08/07/2023;
5115;-7,39;N;--;--;OK;--;21:27:40;08/07/2023;
5116;-7,40;N;--;--;OK;--;21:27:40;08/07/2023;
5117;-7,39;N;--;--;OK;--;21:27:40;08/07/2023;
5118;-7,39;N;--;--;OK;--;21:27:40;08/07/2023;
5119;-7,39;N;--;--;OK;--;21:27:40;08/07/2023;
5120;-7,39;N;--;--;OK;--;21:27:40;08/07/2023;
5121;-7,39;N;--;--;OK;--;21:27:40;08/07/2023;
5122;-7,39;N;--;--;OK;--;21:27:40;08/07/2023;
5123;-7,39;N;--;--;OK;--;21:27:41;08/07/2023;
5124;-7,39;N;--;--;OK;--;21:27:41;08/07/2023;
5125;-7,40;N;--;--;OK;--;21:27:41;08/07/2023;
5126;-7,40;N;--;--;OK;--;21:27:41;08/07/2023;
5127;-7,39;N;--;--;OK;--;21:27:41;08/07/2023;
5128;-7,40;N;--;--;OK;--;21:27:41;08/07/2023;
5129;-7,39;N;--;--;OK;--;21:27:41;08/07/2023;
5130;-7,40;N;--;--;OK;--;21:27:41;08/07/2023;
5131;-7,39;N;--;--;OK;--;21:27:41;08/07/2023;
5132;-7,39;N;--;--;OK;--;21:27:41;08/07/2023;
5133;-7,39;N;--;--;OK;--;21:27:42;08/07/2023;
5134;-7,40;N;--;--;OK;--;21:27:42;08/07/2023;
5135;-7,40;N;--;--;OK;--;21:27:42;08/07/2023;
5136;-7,40;N;--;--;OK;--;21:27:42;08/07/2023;
5137;-7,39;N;--;--;OK;--;21:27:42;08/07/2023;
5138;-7,40;N;--;--;OK;--;21:27:42;08/07/2023;
5139;-7,39;N;--;--;OK;--;21:27:42;08/07/2023;
5140;-7,39;N;--;--;OK;--;21:27:42;08/07/2023;
5141;-7,40;N;--;--;OK;--;21:27:42;08/07/2023;
5142;-7,40;N;--;--;OK;--;21:27:42;08/07/2023;
5143;-7,39;N;--;--;OK;--;21:27:43;08/07/2023;
5144;-7,39;N;--;--;OK;--;21:27:43;08/07/2023;
5145;-7,40;N;--;--;OK;--;21:27:43;08/07/2023;
5146;-7,40;N;--;--;OK;--;21:27:43;08/07/2023;
5147;-7,40;N;--;--;OK;--;21:27:43;08/07/2023;
5148;-7,39;N;--;--;OK;--;21:27:43;08/07/2023;
5149;-7,40;N;--;--;OK;--;21:27:43;08/07/2023;
5150;-7,40;N;--;--;OK;--;21:27:43;08/07/2023;
5151;-7,40;N;--;--;OK;--;21:27:43;08/07/2023;
5152;-7,40;N;--;--;OK;--;21:27:43;08/07/2023;
5153;-7,40;N;--;--;OK;--;21:27:44;08/07/2023;
5154;-7,39;N;--;--;OK;--;21:27:44;08/07/2023;
5155;-7,40;N;--;--;OK;--;21:27:44;08/07/2023;
5156;-7,40;N;--;--;OK;--;21:27:44;08/07/2023;
5157;-7,40;N;--;--;OK;--;21:27:44;08/07/2023;
5158;-7,40;N;--;--;OK;--;21:27:44;08/07/2023;
5159;-7,40;N;--;--;OK;--;21:27:44;08/07/2023;
5160;-7,40;N;--;--;OK;--;21:27:44;08/07/2023;
5161;-7,39;N;--;--;OK;--;21:27:44;08/07/2023;
5162;-7,40;N;--;--;OK;--;21:27:44;08/07/2023;
5163;-7,40;N;--;--;OK;--;21:27:45;08/07/2023;
5164;-7,40;N;--;--;OK;--;21:27:45;08/07/2023;
5165;-7,40;N;--;--;OK;--;21:27:45;08/07/2023;
5166;-7,40;N;--;--;OK;--;21:27:45;08/07/2023;
5167;-7,40;N;--;--;OK;--;21:27:45;08/07/2023;
5168;-7,40;N;--;--;OK;--;21:27:45;08/07/2023;
5169;-7,40;N;--;--;OK;--;21:27:45;08/07/2023;
5170;-7,40;N;--;--;OK;--;21:27:45;08/07/2023;
5171;-7,40;N;--;--;OK;--;21:27:45;08/07/2023;
5172;-7,40;N;--;--;OK;--;21:27:45;08/07/2023;
5173;-7,40;N;--;--;OK;--;21:27:46;08/07/2023;
5174;-7,40;N;--;--;OK;--;21:27:46;08/07/2023;
5175;-7,40;N;--;--;OK;--;21:27:46;08/07/2023;
5176;-7,40;N;--;--;OK;--;21:27:46;08/07/2023;
5177;-7,40;N;--;--;OK;--;21:27:46;08/07/2023;
5178;-7,40;N;--;--;OK;--;21:27:46;08/07/2023;
5179;-7,40;N;--;--;OK;--;21:27:46;08/07/2023;
5180;-7,40;N;--;--;OK;--;21:27:46;08/07/2023;
5181;-7,40;N;--;--;OK;--;21:27:46;08/07/2023;
5182;-7,40;N;--;--;OK;--;21:27:46;08/07/2023;
5183;-7,39;N;--;--;OK;--;21:27:47;08/07/2023;
5184;-7,40;N;--;--;OK;--;21:27:47;08/07/2023;
5185;-7,40;N;--;--;OK;--;21:27:47;08/07/2023;
5186;-7,40;N;--;--;OK;--;21:27:47;08/07/2023;
5187;-7,40;N;--;--;OK;--;21:27:47;08/07/2023;
5188;-7,40;N;--;--;OK;--;21:27:47;08/07/2023;
5189;-7,40;N;--;--;OK;--;21:27:47;08/07/2023;
5190;-7,40;N;--;--;OK;--;21:27:47;08/07/2023;
5191;-7,40;N;--;--;OK;--;21:27:47;08/07/2023;
5192;-7,40;N;--;--;OK;--;21:27:47;08/07/2023;
5193;-7,40;N;--;--;OK;--;21:27:48;08/07/2023;
5194;-7,40;N;--;--;OK;--;21:27:48;08/07/2023;
5195;-7,40;N;--;--;OK;--;21:27:48;08/07/2023;
5196;-7,40;N;--;--;OK;--;21:27:48;08/07/2023;
5197;-7,40;N;--;--;OK;--;21:27:48;08/07/2023;
5198;-7,40;N;--;--;OK;--;21:27:48;08/07/2023;
5199;-7,40;N;--;--;OK;--;21:27:48;08/07/2023;
5200;-7,40;N;--;--;OK;--;21:27:48;08/07/2023;
5201;-7,40;N;--;--;OK;--;21:27:48;08/07/2023;
5202;-7,40;N;--;--;OK;--;21:27:48;08/07/2023;
5203;-7,40;N;--;--;OK;--;21:27:49;08/07/2023;
5204;-7,40;N;--;--;OK;--;21:27:49;08/07/2023;
5205;-7,40;N;--;--;OK;--;21:27:49;08/07/2023;
5206;-7,40;N;--;--;OK;--;21:27:49;08/07/2023;
5207;-7,40;N;--;--;OK;--;21:27:49;08/07/2023;
5208;-7,40;N;--;--;OK;--;21:27:49;08/07/2023;
5209;-7,40;N;--;--;OK;--;21:27:49;08/07/2023;
5210;-7,40;N;--;--;OK;--;21:27:49;08/07/2023;
5211;-7,40;N;--;--;OK;--;21:27:49;08/07/2023;
5212;-7,41;N;--;--;OK;--;21:27:49;08/07/2023;
5213;-7,40;N;--;--;OK;--;21:27:50;08/07/2023;
5214;-7,40;N;--;--;OK;--;21:27:50;08/07/2023;
5215;-7,40;N;--;--;OK;--;21:27:50;08/07/2023;
5216;-7,40;N;--;--;OK;--;21:27:50;08/07/2023;
5217;-7,40;N;--;--;OK;--;21:27:50;08/07/2023;
5218;-7,40;N;--;--;OK;--;21:27:50;08/07/2023;
5219;-7,40;N;--;--;OK;--;21:27:50;08/07/2023;
5220;-7,40;N;--;--;OK;--;21:27:50;08/07/2023;
5221;-7,40;N;--;--;OK;--;21:27:50;08/07/2023;
5222;-7,40;N;--;--;OK;--;21:27:50;08/07/2023;
5223;-7,40;N;--;--;OK;--;21:27:51;08/07/2023;
5224;-7,40;N;--;--;OK;--;21:27:51;08/07/2023;
5225;-7,41;N;--;--;OK;--;21:27:51;08/07/2023;
5226;-7,40;N;--;--;OK;--;21:27:51;08/07/2023;
5227;-7,40;N;--;--;OK;--;21:27:51;08/07/2023;
5228;-7,40;N;--;--;OK;--;21:27:51;08/07/2023;
5229;-7,40;N;--;--;OK;--;21:27:51;08/07/2023;
5230;-7,40;N;--;--;OK;--;21:27:51;08/07/2023;
5231;-7,41;N;--;--;OK;--;21:27:51;08/07/2023;
5232;-7,40;N;--;--;OK;--;21:27:51;08/07/2023;
5233;-7,41;N;--;--;OK;--;21:27:52;08/07/2023;
5234;-7,41;N;--;--;OK;--;21:27:52;08/07/2023;
5235;-7,40;N;--;--;OK;--;21:27:52;08/07/2023;
5236;-7,40;N;--;--;OK;--;21:27:52;08/07/2023;
5237;-7,41;N;--;--;OK;--;21:27:52;08/07/2023;
5238;-7,41;N;--;--;OK;--;21:27:52;08/07/2023;
5239;-7,41;N;--;--;OK;--;21:27:52;08/07/2023;
5240;-7,40;N;--;--;OK;--;21:27:52;08/07/2023;
5241;-7,41;N;--;--;OK;--;21:27:52;08/07/2023;
5242;-7,40;N;--;--;OK;--;21:27:52;08/07/2023;
5243;-7,40;N;--;--;OK;--;21:27:53;08/07/2023;
5244;-7,41;N;--;--;OK;--;21:27:53;08/07/2023;
5245;-7,40;N;--;--;OK;--;21:27:53;08/07/2023;
5246;-7,41;N;--;--;OK;--;21:27:53;08/07/2023;
5247;-7,40;N;--;--;OK;--;21:27:53;08/07/2023;
5248;-7,41;N;--;--;OK;--;21:27:53;08/07/2023;
5249;-7,41;N;--;--;OK;--;21:27:53;08/07/2023;
5250;-7,40;N;--;--;OK;--;21:27:53;08/07/2023;
5251;-7,40;N;--;--;OK;--;21:27:53;08/07/2023;
5252;-7,41;N;--;--;OK;--;21:27:53;08/07/2023;
5253;-7,41;N;--;--;OK;--;21:27:54;08/07/2023;
5254;-7,41;N;--;--;OK;--;21:27:54;08/07/2023;
5255;-7,41;N;--;--;OK;--;21:27:54;08/07/2023;
5256;-7,40;N;--;--;OK;--;21:27:54;08/07/2023;
5257;-7,40;N;--;--;OK;--;21:27:54;08/07/2023;
5258;-7,41;N;--;--;OK;--;21:27:54;08/07/2023;
5259;-7,40;N;--;--;OK;--;21:27:54;08/07/2023;
5260;-7,40;N;--;--;OK;--;21:27:54;08/07/2023;
