Maximum;0,09;@;No.6104;;;;;;
Minimum;-7,47;@;No.5961;;;;;;
Average;-6,142;;;;;;;;
Data Quantity;6422;;;;;;;;
Number of NG;0;;;;;;;;
No.;Force;Unit;Displacement;Unit;Judge;Position;Time;Date;
2117;-6,60;N;--;--;OK;--;21:22:41;08/07/2023;
2118;-6,60;N;--;--;OK;--;21:22:41;08/07/2023;
2119;-6,60;N;--;--;OK;--;21:22:41;08/07/2023;
2120;-6,60;N;--;--;OK;--;21:22:41;08/07/2023;
2121;-6,60;N;--;--;OK;--;21:22:42;08/07/2023;
2122;-6,60;N;--;--;OK;--;21:22:42;08/07/2023;
2123;-6,60;N;--;--;OK;--;21:22:42;08/07/2023;
2124;-6,60;N;--;--;OK;--;21:22:42;08/07/2023;
2125;-6,60;N;--;--;OK;--;21:22:42;08/07/2023;
2126;-6,60;N;--;--;OK;--;21:22:42;08/07/2023;
2127;-6,61;N;--;--;OK;--;21:22:42;08/07/2023;
2128;-6,61;N;--;--;OK;--;21:22:42;08/07/2023;
2129;-6,61;N;--;--;OK;--;21:22:42;08/07/2023;
2130;-6,61;N;--;--;OK;--;21:22:42;08/07/2023;
2131;-6,61;N;--;--;OK;--;21:22:43;08/07/2023;
2132;-6,61;N;--;--;OK;--;21:22:43;08/07/2023;
2133;-6,61;N;--;--;OK;--;21:22:43;08/07/2023;
2134;-6,61;N;--;--;OK;--;21:22:43;08/07/2023;
2135;-6,61;N;--;--;OK;--;21:22:43;08/07/2023;
2136;-6,62;N;--;--;OK;--;21:22:43;08/07/2023;
2137;-6,61;N;--;--;OK;--;21:22:43;08/07/2023;
2138;-6,62;N;--;--;OK;--;21:22:43;08/07/2023;
2139;-6,62;N;--;--;OK;--;21:22:43;08/07/2023;
2140;-6,61;N;--;--;OK;--;21:22:43;08/07/2023;
2141;-6,62;N;--;--;OK;--;21:22:44;08/07/2023;
2142;-6,62;N;--;--;OK;--;21:22:44;08/07/2023;
2143;-6,62;N;--;--;OK;--;21:22:44;08/07/2023;
2144;-6,62;N;--;--;OK;--;21:22:44;08/07/2023;
2145;-6,62;N;--;--;OK;--;21:22:44;08/07/2023;
2146;-6,62;N;--;--;OK;--;21:22:44;08/07/2023;
2147;-6,62;N;--;--;OK;--;21:22:44;08/07/2023;
2148;-6,63;N;--;--;OK;--;21:22:44;08/07/2023;
2149;-6,63;N;--;--;OK;--;21:22:44;08/07/2023;
2150;-6,62;N;--;--;OK;--;21:22:44;08/07/2023;
2151;-6,63;N;--;--;OK;--;21:22:45;08/07/2023;
2152;-6,63;N;--;--;OK;--;21:22:45;08/07/2023;
2153;-6,63;N;--;--;OK;--;21:22:45;08/07/2023;
2154;-6,63;N;--;--;OK;--;21:22:45;08/07/2023;
2155;-6,63;N;--;--;OK;--;21:22:45;08/07/2023;
2156;-6,63;N;--;--;OK;--;21:22:45;08/07/2023;
2157;-6,63;N;--;--;OK;--;21:22:45;08/07/2023;
2158;-6,64;N;--;--;OK;--;21:22:45;08/07/2023;
2159;-6,64;N;--;--;OK;--;21:22:45;08/07/2023;
2160;-6,64;N;--;--;OK;--;21:22:45;08/07/2023;
2161;-6,64;N;--;--;OK;--;21:22:46;08/07/2023;
2162;-6,64;N;--;--;OK;--;21:22:46;08/07/2023;
2163;-6,64;N;--;--;OK;--;21:22:46;08/07/2023;
2164;-6,64;N;--;--;OK;--;21:22:46;08/07/2023;
2165;-6,64;N;--;--;OK;--;21:22:46;08/07/2023;
2166;-6,64;N;--;--;OK;--;21:22:46;08/07/2023;
2167;-6,64;N;--;--;OK;--;21:22:46;08/07/2023;
2168;-6,64;N;--;--;OK;--;21:22:46;08/07/2023;
2169;-6,64;N;--;--;OK;--;21:22:46;08/07/2023;
2170;-6,64;N;--;--;OK;--;21:22:46;08/07/2023;
2171;-6,65;N;--;--;OK;--;21:22:47;08/07/2023;
2172;-6,64;N;--;--;OK;--;21:22:47;08/07/2023;
2173;-6,64;N;--;--;OK;--;21:22:47;08/07/2023;
2174;-6,65;N;--;--;OK;--;21:22:47;08/07/2023;
2175;-6,65;N;--;--;OK;--;21:22:47;08/07/2023;
2176;-6,65;N;--;--;OK;--;21:22:47;08/07/2023;
2177;-6,65;N;--;--;OK;--;21:22:47;08/07/2023;
2178;-6,65;N;--;--;OK;--;21:22:47;08/07/2023;
2179;-6,65;N;--;--;OK;--;21:22:47;08/07/2023;
2180;-6,65;N;--;--;OK;--;21:22:47;08/07/2023;
2181;-6,65;N;--;--;OK;--;21:22:48;08/07/2023;
2182;-6,65;N;--;--;OK;--;21:22:48;08/07/2023;
2183;-6,65;N;--;--;OK;--;21:22:48;08/07/2023;
2184;-6,65;N;--;--;OK;--;21:22:48;08/07/2023;
2185;-6,65;N;--;--;OK;--;21:22:48;08/07/2023;
2186;-6,65;N;--;--;OK;--;21:22:48;08/07/2023;
2187;-6,65;N;--;--;OK;--;21:22:48;08/07/2023;
2188;-6,65;N;--;--;OK;--;21:22:48;08/07/2023;
2189;-6,65;N;--;--;OK;--;21:22:48;08/07/2023;
2190;-6,66;N;--;--;OK;--;21:22:48;08/07/2023;
2191;-6,65;N;--;--;OK;--;21:22:49;08/07/2023;
2192;-6,65;N;--;--;OK;--;21:22:49;08/07/2023;
2193;-6,65;N;--;--;OK;--;21:22:49;08/07/2023;
2194;-6,66;N;--;--;OK;--;21:22:49;08/07/2023;
2195;-6,66;N;--;--;OK;--;21:22:49;08/07/2023;
2196;-6,66;N;--;--;OK;--;21:22:49;08/07/2023;
2197;-6,66;N;--;--;OK;--;21:22:49;08/07/2023;
2198;-6,66;N;--;--;OK;--;21:22:49;08/07/2023;
2199;-6,66;N;--;--;OK;--;21:22:49;08/07/2023;
2200;-6,66;N;--;--;OK;--;21:22:49;08/07/2023;
2201;-6,66;N;--;--;OK;--;21:22:50;08/07/2023;
2202;-6,66;N;--;--;OK;--;21:22:50;08/07/2023;
2203;-6,66;N;--;--;OK;--;21:22:50;08/07/2023;
2204;-6,66;N;--;--;OK;--;21:22:50;08/07/2023;
2205;-6,66;N;--;--;OK;--;21:22:50;08/07/2023;
2206;-6,67;N;--;--;OK;--;21:22:50;08/07/2023;
2207;-6,67;N;--;--;OK;--;21:22:50;08/07/2023;
2208;-6,67;N;--;--;OK;--;21:22:50;08/07/2023;
2209;-6,67;N;--;--;OK;--;21:22:50;08/07/2023;
2210;-6,67;N;--;--;OK;--;21:22:50;08/07/2023;
2211;-6,67;N;--;--;OK;--;21:22:51;08/07/2023;
2212;-6,67;N;--;--;OK;--;21:22:51;08/07/2023;
2213;-6,67;N;--;--;OK;--;21:22:51;08/07/2023;
2214;-6,67;N;--;--;OK;--;21:22:51;08/07/2023;
2215;-6,66;N;--;--;OK;--;21:22:51;08/07/2023;
2216;-6,67;N;--;--;OK;--;21:22:51;08/07/2023;
2217;-6,67;N;--;--;OK;--;21:22:51;08/07/2023;
2218;-6,66;N;--;--;OK;--;21:22:51;08/07/2023;
2219;-6,66;N;--;--;OK;--;21:22:51;08/07/2023;
2220;-6,67;N;--;--;OK;--;21:22:51;08/07/2023;
2221;-6,67;N;--;--;OK;--;21:22:52;08/07/2023;
2222;-6,67;N;--;--;OK;--;21:22:52;08/07/2023;
2223;-6,67;N;--;--;OK;--;21:22:52;08/07/2023;
2224;-6,67;N;--;--;OK;--;21:22:52;08/07/2023;
2225;-6,67;N;--;--;OK;--;21:22:52;08/07/2023;
2226;-6,67;N;--;--;OK;--;21:22:52;08/07/2023;
2227;-6,67;N;--;--;OK;--;21:22:52;08/07/2023;
2228;-6,67;N;--;--;OK;--;21:22:52;08/07/2023;
2229;-6,67;N;--;--;OK;--;21:22:52;08/07/2023;
2230;-6,67;N;--;--;OK;--;21:22:52;08/07/2023;
2231;-6,67;N;--;--;OK;--;21:22:53;08/07/2023;
2232;-6,67;N;--;--;OK;--;21:22:53;08/07/2023;
2233;-6,67;N;--;--;OK;--;21:22:53;08/07/2023;
2234;-6,68;N;--;--;OK;--;21:22:53;08/07/2023;
2235;-6,67;N;--;--;OK;--;21:22:53;08/07/2023;
2236;-6,67;N;--;--;OK;--;21:22:53;08/07/2023;
2237;-6,67;N;--;--;OK;--;21:22:53;08/07/2023;
2238;-6,68;N;--;--;OK;--;21:22:53;08/07/2023;
2239;-6,68;N;--;--;OK;--;21:22:53;08/07/2023;
2240;-6,68;N;--;--;OK;--;21:22:53;08/07/2023;
2241;-6,68;N;--;--;OK;--;21:22:54;08/07/2023;
2242;-6,68;N;--;--;OK;--;21:22:54;08/07/2023;
2243;-6,68;N;--;--;OK;--;21:22:54;08/07/2023;
2244;-6,68;N;--;--;OK;--;21:22:54;08/07/2023;
2245;-6,68;N;--;--;OK;--;21:22:54;08/07/2023;
2246;-6,68;N;--;--;OK;--;21:22:54;08/07/2023;
2247;-6,68;N;--;--;OK;--;21:22:54;08/07/2023;
2248;-6,68;N;--;--;OK;--;21:22:54;08/07/2023;
2249;-6,68;N;--;--;OK;--;21:22:54;08/07/2023;
2250;-6,68;N;--;--;OK;--;21:22:54;08/07/2023;
2251;-6,68;N;--;--;OK;--;21:22:55;08/07/2023;
2252;-6,69;N;--;--;OK;--;21:22:55;08/07/2023;
2253;-6,68;N;--;--;OK;--;21:22:55;08/07/2023;
2254;-6,69;N;--;--;OK;--;21:22:55;08/07/2023;
2255;-6,68;N;--;--;OK;--;21:22:55;08/07/2023;
2256;-6,68;N;--;--;OK;--;21:22:55;08/07/2023;
2257;-6,69;N;--;--;OK;--;21:22:55;08/07/2023;
2258;-6,69;N;--;--;OK;--;21:22:55;08/07/2023;
2259;-6,69;N;--;--;OK;--;21:22:55;08/07/2023;
2260;-6,69;N;--;--;OK;--;21:22:55;08/07/2023;
2261;-6,69;N;--;--;OK;--;21:22:56;08/07/2023;
2262;-6,69;N;--;--;OK;--;21:22:56;08/07/2023;
2263;-6,69;N;--;--;OK;--;21:22:56;08/07/2023;
2264;-6,69;N;--;--;OK;--;21:22:56;08/07/2023;
2265;-6,69;N;--;--;OK;--;21:22:56;08/07/2023;
2266;-6,69;N;--;--;OK;--;21:22:56;08/07/2023;
2267;-6,70;N;--;--;OK;--;21:22:56;08/07/2023;
2268;-6,69;N;--;--;OK;--;21:22:56;08/07/2023;
2269;-6,69;N;--;--;OK;--;21:22:56;08/07/2023;
2270;-6,70;N;--;--;OK;--;21:22:56;08/07/2023;
2271;-6,70;N;--;--;OK;--;21:22:57;08/07/2023;
2272;-6,70;N;--;--;OK;--;21:22:57;08/07/2023;
2273;-6,70;N;--;--;OK;--;21:22:57;08/07/2023;
2274;-6,70;N;--;--;OK;--;21:22:57;08/07/2023;
2275;-6,70;N;--;--;OK;--;21:22:57;08/07/2023;
2276;-6,70;N;--;--;OK;--;21:22:57;08/07/2023;
2277;-6,70;N;--;--;OK;--;21:22:57;08/07/2023;
2278;-6,70;N;--;--;OK;--;21:22:57;08/07/2023;
2279;-6,70;N;--;--;OK;--;21:22:57;08/07/2023;
2280;-6,70;N;--;--;OK;--;21:22:57;08/07/2023;
2281;-6,70;N;--;--;OK;--;21:22:58;08/07/2023;
2282;-6,70;N;--;--;OK;--;21:22:58;08/07/2023;
2283;-6,70;N;--;--;OK;--;21:22:58;08/07/2023;
2284;-6,70;N;--;--;OK;--;21:22:58;08/07/2023;
2285;-6,70;N;--;--;OK;--;21:22:58;08/07/2023;
2286;-6,70;N;--;--;OK;--;21:22:58;08/07/2023;
2287;-6,71;N;--;--;OK;--;21:22:58;08/07/2023;
2288;-6,71;N;--;--;OK;--;21:22:58;08/07/2023;
2289;-6,70;N;--;--;OK;--;21:22:58;08/07/2023;
2290;-6,70;N;--;--;OK;--;21:22:58;08/07/2023;
2291;-6,70;N;--;--;OK;--;21:22:59;08/07/2023;
2292;-6,71;N;--;--;OK;--;21:22:59;08/07/2023;
2293;-6,71;N;--;--;OK;--;21:22:59;08/07/2023;
2294;-6,71;N;--;--;OK;--;21:22:59;08/07/2023;
2295;-6,71;N;--;--;OK;--;21:22:59;08/07/2023;
2296;-6,71;N;--;--;OK;--;21:22:59;08/07/2023;
2297;-6,71;N;--;--;OK;--;21:22:59;08/07/2023;
2298;-6,71;N;--;--;OK;--;21:22:59;08/07/2023;
2299;-6,71;N;--;--;OK;--;21:22:59;08/07/2023;
2300;-6,71;N;--;--;OK;--;21:22:59;08/07/2023;
2301;-6,71;N;--;--;OK;--;21:23:00;08/07/2023;
2302;-6,71;N;--;--;OK;--;21:23:00;08/07/2023;
2303;-6,71;N;--;--;OK;--;21:23:00;08/07/2023;
2304;-6,72;N;--;--;OK;--;21:23:00;08/07/2023;
2305;-6,72;N;--;--;OK;--;21:23:00;08/07/2023;
2306;-6,72;N;--;--;OK;--;21:23:00;08/07/2023;
2307;-6,72;N;--;--;OK;--;21:23:00;08/07/2023;
2308;-6,72;N;--;--;OK;--;21:23:00;08/07/2023;
2309;-6,72;N;--;--;OK;--;21:23:00;08/07/2023;
2310;-6,72;N;--;--;OK;--;21:23:00;08/07/2023;
2311;-6,72;N;--;--;OK;--;21:23:01;08/07/2023;
2312;-6,72;N;--;--;OK;--;21:23:01;08/07/2023;
2313;-6,72;N;--;--;OK;--;21:23:01;08/07/2023;
2314;-6,72;N;--;--;OK;--;21:23:01;08/07/2023;
2315;-6,72;N;--;--;OK;--;21:23:01;08/07/2023;
2316;-6,72;N;--;--;OK;--;21:23:01;08/07/2023;
2317;-6,73;N;--;--;OK;--;21:23:01;08/07/2023;
2318;-6,72;N;--;--;OK;--;21:23:01;08/07/2023;
2319;-6,72;N;--;--;OK;--;21:23:01;08/07/2023;
2320;-6,73;N;--;--;OK;--;21:23:01;08/07/2023;
2321;-6,73;N;--;--;OK;--;21:23:01;08/07/2023;
2322;-6,73;N;--;--;OK;--;21:23:02;08/07/2023;
2323;-6,73;N;--;--;OK;--;21:23:02;08/07/2023;
2324;-6,73;N;--;--;OK;--;21:23:02;08/07/2023;
2325;-6,73;N;--;--;OK;--;21:23:02;08/07/2023;
2326;-6,73;N;--;--;OK;--;21:23:02;08/07/2023;
2327;-6,73;N;--;--;OK;--;21:23:02;08/07/2023;
2328;-6,73;N;--;--;OK;--;21:23:02;08/07/2023;
2329;-6,73;N;--;--;OK;--;21:23:02;08/07/2023;
2330;-6,73;N;--;--;OK;--;21:23:02;08/07/2023;
2331;-6,73;N;--;--;OK;--;21:23:02;08/07/2023;
2332;-6,73;N;--;--;OK;--;21:23:03;08/07/2023;
2333;-6,73;N;--;--;OK;--;21:23:03;08/07/2023;
2334;-6,74;N;--;--;OK;--;21:23:03;08/07/2023;
2335;-6,73;N;--;--;OK;--;21:23:03;08/07/2023;
2336;-6,73;N;--;--;OK;--;21:23:03;08/07/2023;
2337;-6,74;N;--;--;OK;--;21:23:03;08/07/2023;
2338;-6,74;N;--;--;OK;--;21:23:03;08/07/2023;
2339;-6,74;N;--;--;OK;--;21:23:03;08/07/2023;
2340;-6,74;N;--;--;OK;--;21:23:03;08/07/2023;
2341;-6,73;N;--;--;OK;--;21:23:03;08/07/2023;
2342;-6,74;N;--;--;OK;--;21:23:04;08/07/2023;
2343;-6,74;N;--;--;OK;--;21:23:04;08/07/2023;
2344;-6,74;N;--;--;OK;--;21:23:04;08/07/2023;
2345;-6,74;N;--;--;OK;--;21:23:04;08/07/2023;
2346;-6,74;N;--;--;OK;--;21:23:04;08/07/2023;
2347;-6,75;N;--;--;OK;--;21:23:04;08/07/2023;
2348;-6,74;N;--;--;OK;--;21:23:04;08/07/2023;
2349;-6,75;N;--;--;OK;--;21:23:04;08/07/2023;
2350;-6,74;N;--;--;OK;--;21:23:04;08/07/2023;
2351;-6,74;N;--;--;OK;--;21:23:04;08/07/2023;
2352;-6,75;N;--;--;OK;--;21:23:05;08/07/2023;
2353;-6,75;N;--;--;OK;--;21:23:05;08/07/2023;
2354;-6,74;N;--;--;OK;--;21:23:05;08/07/2023;
2355;-6,75;N;--;--;OK;--;21:23:05;08/07/2023;
2356;-6,75;N;--;--;OK;--;21:23:05;08/07/2023;
2357;-6,74;N;--;--;OK;--;21:23:05;08/07/2023;
2358;-6,75;N;--;--;OK;--;21:23:05;08/07/2023;
2359;-6,75;N;--;--;OK;--;21:23:05;08/07/2023;
2360;-6,74;N;--;--;OK;--;21:23:05;08/07/2023;
2361;-6,75;N;--;--;OK;--;21:23:05;08/07/2023;
2362;-6,75;N;--;--;OK;--;21:23:06;08/07/2023;
2363;-6,75;N;--;--;OK;--;21:23:06;08/07/2023;
2364;-6,75;N;--;--;OK;--;21:23:06;08/07/2023;
2365;-6,75;N;--;--;OK;--;21:23:06;08/07/2023;
2366;-6,75;N;--;--;OK;--;21:23:06;08/07/2023;
2367;-6,75;N;--;--;OK;--;21:23:06;08/07/2023;
2368;-6,75;N;--;--;OK;--;21:23:06;08/07/2023;
2369;-6,75;N;--;--;OK;--;21:23:06;08/07/2023;
2370;-6,76;N;--;--;OK;--;21:23:06;08/07/2023;
2371;-6,76;N;--;--;OK;--;21:23:06;08/07/2023;
2372;-6,76;N;--;--;OK;--;21:23:07;08/07/2023;
2373;-6,76;N;--;--;OK;--;21:23:07;08/07/2023;
2374;-6,76;N;--;--;OK;--;21:23:07;08/07/2023;
2375;-6,76;N;--;--;OK;--;21:23:07;08/07/2023;
2376;-6,76;N;--;--;OK;--;21:23:07;08/07/2023;
2377;-6,76;N;--;--;OK;--;21:23:07;08/07/2023;
2378;-6,76;N;--;--;OK;--;21:23:07;08/07/2023;
2379;-6,76;N;--;--;OK;--;21:23:07;08/07/2023;
2380;-6,76;N;--;--;OK;--;21:23:07;08/07/2023;
2381;-6,76;N;--;--;OK;--;21:23:07;08/07/2023;
2382;-6,76;N;--;--;OK;--;21:23:08;08/07/2023;
2383;-6,76;N;--;--;OK;--;21:23:08;08/07/2023;
2384;-6,76;N;--;--;OK;--;21:23:08;08/07/2023;
2385;-6,76;N;--;--;OK;--;21:23:08;08/07/2023;
2386;-6,76;N;--;--;OK;--;21:23:08;08/07/2023;
2387;-6,77;N;--;--;OK;--;21:23:08;08/07/2023;
2388;-6,77;N;--;--;OK;--;21:23:08;08/07/2023;
2389;-6,76;N;--;--;OK;--;21:23:08;08/07/2023;
2390;-6,77;N;--;--;OK;--;21:23:08;08/07/2023;
2391;-6,77;N;--;--;OK;--;21:23:08;08/07/2023;
2392;-6,77;N;--;--;OK;--;21:23:09;08/07/2023;
2393;-6,77;N;--;--;OK;--;21:23:09;08/07/2023;
2394;-6,77;N;--;--;OK;--;21:23:09;08/07/2023;
2395;-6,77;N;--;--;OK;--;21:23:09;08/07/2023;
2396;-6,77;N;--;--;OK;--;21:23:09;08/07/2023;
2397;-6,77;N;--;--;OK;--;21:23:09;08/07/2023;
2398;-6,77;N;--;--;OK;--;21:23:09;08/07/2023;
2399;-6,77;N;--;--;OK;--;21:23:09;08/07/2023;
2400;-6,78;N;--;--;OK;--;21:23:09;08/07/2023;
2401;-6,78;N;--;--;OK;--;21:23:09;08/07/2023;
2402;-6,78;N;--;--;OK;--;21:23:10;08/07/2023;
2403;-6,77;N;--;--;OK;--;21:23:10;08/07/2023;
2404;-6,77;N;--;--;OK;--;21:23:10;08/07/2023;
2405;-6,77;N;--;--;OK;--;21:23:10;08/07/2023;
2406;-6,78;N;--;--;OK;--;21:23:10;08/07/2023;
2407;-6,78;N;--;--;OK;--;21:23:10;08/07/2023;
2408;-6,78;N;--;--;OK;--;21:23:10;08/07/2023;
2409;-6,78;N;--;--;OK;--;21:23:10;08/07/2023;
2410;-6,78;N;--;--;OK;--;21:23:10;08/07/2023;
2411;-6,78;N;--;--;OK;--;21:23:10;08/07/2023;
2412;-6,78;N;--;--;OK;--;21:23:11;08/07/2023;
2413;-6,78;N;--;--;OK;--;21:23:11;08/07/2023;
2414;-6,78;N;--;--;OK;--;21:23:11;08/07/2023;
2415;-6,79;N;--;--;OK;--;21:23:11;08/07/2023;
2416;-6,79;N;--;--;OK;--;21:23:11;08/07/2023;
2417;-6,79;N;--;--;OK;--;21:23:11;08/07/2023;
2418;-6,79;N;--;--;OK;--;21:23:11;08/07/2023;
2419;-6,78;N;--;--;OK;--;21:23:11;08/07/2023;
2420;-6,78;N;--;--;OK;--;21:23:11;08/07/2023;
2421;-6,79;N;--;--;OK;--;21:23:11;08/07/2023;
2422;-6,79;N;--;--;OK;--;21:23:12;08/07/2023;
2423;-6,79;N;--;--;OK;--;21:23:12;08/07/2023;
2424;-6,79;N;--;--;OK;--;21:23:12;08/07/2023;
2425;-6,79;N;--;--;OK;--;21:23:12;08/07/2023;
2426;-6,79;N;--;--;OK;--;21:23:12;08/07/2023;
2427;-6,79;N;--;--;OK;--;21:23:12;08/07/2023;
2428;-6,79;N;--;--;OK;--;21:23:12;08/07/2023;
2429;-6,79;N;--;--;OK;--;21:23:12;08/07/2023;
2430;-6,79;N;--;--;OK;--;21:23:12;08/07/2023;
2431;-6,79;N;--;--;OK;--;21:23:12;08/07/2023;
2432;-6,80;N;--;--;OK;--;21:23:13;08/07/2023;
2433;-6,79;N;--;--;OK;--;21:23:13;08/07/2023;
2434;-6,80;N;--;--;OK;--;21:23:13;08/07/2023;
2435;-6,79;N;--;--;OK;--;21:23:13;08/07/2023;
2436;-6,80;N;--;--;OK;--;21:23:13;08/07/2023;
2437;-6,79;N;--;--;OK;--;21:23:13;08/07/2023;
2438;-6,80;N;--;--;OK;--;21:23:13;08/07/2023;
2439;-6,80;N;--;--;OK;--;21:23:13;08/07/2023;
2440;-6,80;N;--;--;OK;--;21:23:13;08/07/2023;
2441;-6,80;N;--;--;OK;--;21:23:13;08/07/2023;
2442;-6,80;N;--;--;OK;--;21:23:14;08/07/2023;
2443;-6,80;N;--;--;OK;--;21:23:14;08/07/2023;
2444;-6,80;N;--;--;OK;--;21:23:14;08/07/2023;
2445;-6,80;N;--;--;OK;--;21:23:14;08/07/2023;
2446;-6,80;N;--;--;OK;--;21:23:14;08/07/2023;
2447;-6,80;N;--;--;OK;--;21:23:14;08/07/2023;
2448;-6,80;N;--;--;OK;--;21:23:14;08/07/2023;
2449;-6,80;N;--;--;OK;--;21:23:14;08/07/2023;
2450;-6,81;N;--;--;OK;--;21:23:14;08/07/2023;
2451;-6,81;N;--;--;OK;--;21:23:14;08/07/2023;
2452;-6,81;N;--;--;OK;--;21:23:15;08/07/2023;
2453;-6,80;N;--;--;OK;--;21:23:15;08/07/2023;
2454;-6,81;N;--;--;OK;--;21:23:15;08/07/2023;
2455;-6,81;N;--;--;OK;--;21:23:15;08/07/2023;
2456;-6,81;N;--;--;OK;--;21:23:15;08/07/2023;
2457;-6,81;N;--;--;OK;--;21:23:15;08/07/2023;
2458;-6,81;N;--;--;OK;--;21:23:15;08/07/2023;
2459;-6,81;N;--;--;OK;--;21:23:15;08/07/2023;
2460;-6,81;N;--;--;OK;--;21:23:15;08/07/2023;
2461;-6,81;N;--;--;OK;--;21:23:15;08/07/2023;
2462;-6,81;N;--;--;OK;--;21:23:16;08/07/2023;
2463;-6,81;N;--;--;OK;--;21:23:16;08/07/2023;
2464;-6,82;N;--;--;OK;--;21:23:16;08/07/2023;
2465;-6,81;N;--;--;OK;--;21:23:16;08/07/2023;
2466;-6,82;N;--;--;OK;--;21:23:16;08/07/2023;
2467;-6,81;N;--;--;OK;--;21:23:16;08/07/2023;
2468;-6,82;N;--;--;OK;--;21:23:16;08/07/2023;
2469;-6,82;N;--;--;OK;--;21:23:16;08/07/2023;
2470;-6,82;N;--;--;OK;--;21:23:16;08/07/2023;
2471;-6,82;N;--;--;OK;--;21:23:16;08/07/2023;
2472;-6,82;N;--;--;OK;--;21:23:17;08/07/2023;
2473;-6,82;N;--;--;OK;--;21:23:17;08/07/2023;
2474;-6,82;N;--;--;OK;--;21:23:17;08/07/2023;
2475;-6,82;N;--;--;OK;--;21:23:17;08/07/2023;
2476;-6,82;N;--;--;OK;--;21:23:17;08/07/2023;
2477;-6,83;N;--;--;OK;--;21:23:17;08/07/2023;
2478;-6,82;N;--;--;OK;--;21:23:17;08/07/2023;
2479;-6,82;N;--;--;OK;--;21:23:17;08/07/2023;
2480;-6,82;N;--;--;OK;--;21:23:17;08/07/2023;
2481;-6,83;N;--;--;OK;--;21:23:17;08/07/2023;
2482;-6,83;N;--;--;OK;--;21:23:18;08/07/2023;
2483;-6,82;N;--;--;OK;--;21:23:18;08/07/2023;
2484;-6,83;N;--;--;OK;--;21:23:18;08/07/2023;
2485;-6,83;N;--;--;OK;--;21:23:18;08/07/2023;
2486;-6,83;N;--;--;OK;--;21:23:18;08/07/2023;
2487;-6,83;N;--;--;OK;--;21:23:18;08/07/2023;
2488;-6,83;N;--;--;OK;--;21:23:18;08/07/2023;
2489;-6,83;N;--;--;OK;--;21:23:18;08/07/2023;
2490;-6,83;N;--;--;OK;--;21:23:18;08/07/2023;
2491;-6,83;N;--;--;OK;--;21:23:18;08/07/2023;
2492;-6,83;N;--;--;OK;--;21:23:19;08/07/2023;
2493;-6,83;N;--;--;OK;--;21:23:19;08/07/2023;
2494;-6,84;N;--;--;OK;--;21:23:19;08/07/2023;
2495;-6,84;N;--;--;OK;--;21:23:19;08/07/2023;
2496;-6,83;N;--;--;OK;--;21:23:19;08/07/2023;
2497;-6,83;N;--;--;OK;--;21:23:19;08/07/2023;
2498;-6,83;N;--;--;OK;--;21:23:19;08/07/2023;
2499;-6,84;N;--;--;OK;--;21:23:19;08/07/2023;
2500;-6,83;N;--;--;OK;--;21:23:19;08/07/2023;
2501;-6,83;N;--;--;OK;--;21:23:19;08/07/2023;
2502;-6,83;N;--;--;OK;--;21:23:20;08/07/2023;
2503;-6,84;N;--;--;OK;--;21:23:20;08/07/2023;
2504;-6,84;N;--;--;OK;--;21:23:20;08/07/2023;
2505;-6,84;N;--;--;OK;--;21:23:20;08/07/2023;
2506;-6,84;N;--;--;OK;--;21:23:20;08/07/2023;
2507;-6,84;N;--;--;OK;--;21:23:20;08/07/2023;
2508;-6,84;N;--;--;OK;--;21:23:20;08/07/2023;
2509;-6,85;N;--;--;OK;--;21:23:20;08/07/2023;
2510;-6,85;N;--;--;OK;--;21:23:20;08/07/2023;
2511;-6,84;N;--;--;OK;--;21:23:20;08/07/2023;
2512;-6,84;N;--;--;OK;--;21:23:21;08/07/2023;
2513;-6,85;N;--;--;OK;--;21:23:21;08/07/2023;
2514;-6,85;N;--;--;OK;--;21:23:21;08/07/2023;
2515;-6,84;N;--;--;OK;--;21:23:21;08/07/2023;
2516;-6,84;N;--;--;OK;--;21:23:21;08/07/2023;
2517;-6,85;N;--;--;OK;--;21:23:21;08/07/2023;
2518;-6,84;N;--;--;OK;--;21:23:21;08/07/2023;
2519;-6,85;N;--;--;OK;--;21:23:21;08/07/2023;
2520;-6,85;N;--;--;OK;--;21:23:21;08/07/2023;
2521;-6,85;N;--;--;OK;--;21:23:21;08/07/2023;
2522;-6,86;N;--;--;OK;--;21:23:22;08/07/2023;
2523;-6,85;N;--;--;OK;--;21:23:22;08/07/2023;
2524;-6,85;N;--;--;OK;--;21:23:22;08/07/2023;
2525;-6,85;N;--;--;OK;--;21:23:22;08/07/2023;
2526;-6,85;N;--;--;OK;--;21:23:22;08/07/2023;
2527;-6,85;N;--;--;OK;--;21:23:22;08/07/2023;
2528;-6,85;N;--;--;OK;--;21:23:22;08/07/2023;
2529;-6,85;N;--;--;OK;--;21:23:22;08/07/2023;
2530;-6,86;N;--;--;OK;--;21:23:22;08/07/2023;
2531;-6,86;N;--;--;OK;--;21:23:22;08/07/2023;
2532;-6,85;N;--;--;OK;--;21:23:23;08/07/2023;
2533;-6,85;N;--;--;OK;--;21:23:23;08/07/2023;
2534;-6,86;N;--;--;OK;--;21:23:23;08/07/2023;
2535;-6,86;N;--;--;OK;--;21:23:23;08/07/2023;
2536;-6,85;N;--;--;OK;--;21:23:23;08/07/2023;
